Unnamed: 0,#,ประเภท,รายการ,สร้างโดย,ชื่อลูกค้า,รหัสลูกค้า,อีเมลลูกค้า,เบอร์โทรศัพท์ลูกค้า,ที่อยู่ลูกค้า,เลขผู้เสียภาษี,อ้างอิง,ช่องทางการขาย,วันที่ทำรายการ,ส่วนลด,รายได้จาก Platform,ค่าส่ง (ที่เรียกเก็บจากลูกค้า),มูลค่ารวมก่อนภาษี,ภาษีมูลค่าเพิ่ม,วันส่งสินค้า,Tracking No,ช่องทางจัดส่ง,ชื่อผู้รับ,เบอร์โทรศัพท์ผู้รับ,อีเมลผู้รับ,ที่อยู่/จัดส่ง,รหัสไปรษณีย์,จังหวัด,อำเภอ/เขต,ตำบล/แขวง,มูลค่า,หมายเหตุ,Tag,สถานะรายการ,คลัง/สาขา,สถานะการชำระเงิน,ใบกำกับภาษี,ช่องทางการชำระเงิน,จำนวนเงินที่ชำระ,วันที่ชำระเงิน,Payment ID,รหัสสินค้า,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,ส่วนลดต่อหน่วย,ราคารวม,ล็อต,หมวดหมู่
Lazada,158,ขายออก,DD211086,Admin,Somkid Pongpat,7236,somkid.pongpat@example.com,072449991,"86 หมู่ 12, Pathum Thani",,,Lazada,29/12/2024,15.0,-80.0,80,1020.0,0.0,,TH10424528,Thailand Post,Somkid Pongpat,072449991,,"137 หมู่ 5, Pathum Thani",20211,Pathum Thani,,,1020.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1100.0,30/12/2024,,DD016,Multivitamin Chews,2,600,90.0,1020.0,,Supplements
In-store,159,ขายออก,DD536679,Admin,Wichuda Jaiyen,3787,wichuda.jaiyen@example.com,096830395,"265 หมู่ 2, Bangkok",,,In-store,29/01/2025,,,100,9000.0,0.0,,TH62141506,J&T Express,Wichuda Jaiyen,096830395,,"499 หมู่ 1, Bangkok",30022,Bangkok,,,9000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,9100.0,30/01/2025,,DD004,Grain-Free Salmon & Sweet Potato,5,1800,0.0,9000.0,,Dry Food
Website,160,ขายออก,DD905581,Admin,Sirirat Thongpai,4162,sirirat.thongpai@example.com,088343728,"82 หมู่ 4, Phuket",,,Website,25/04/2025,,,80,120.0,0.0,,,Flash Express,Sirirat Thongpai,088343728,,"961 หมู่ 18, Phuket",30313,Phuket,,,120.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,TrueMoney Wallet,,,,DD007,Beef & Vegetable Wet Food,1,120,0.0,120.0,,Wet Food
Website,161,ขายออก,DD405505,Admin,Nattaporn Pongsuwan,7242,nattaporn.pongsuwan@example.com,064704697,"588 หมู่ 19, Rayong",,,Website,17/11/2024,,,70,800.0,0.0,,TH92129604,J&T Express,Nattaporn Pongsuwan,064704697,,"403 หมู่ 13, Rayong",74789,Rayong,,,800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,870.0,17/11/2024,,DD013,Peanut Butter Biscuits,4,200,0.0,800.0,,Treats
Lazada,162,ขายออก,DD882215,Admin,Sirithorn Nakorn,1270,sirithorn.nakorn@example.com,097210958,"995 หมู่ 5, Khon Kaen",,,Lazada,02/01/2025,10.0,-80.0,80,216.0,0.0,,TH58448102,Kerry Express,Sirithorn Nakorn,097210958,,"897 หมู่ 3, Khon Kaen",30700,Khon Kaen,,,216.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,296.0,04/01/2025,,DD007,Beef & Vegetable Wet Food,2,120,12.0,216.0,,Wet Food
Lazada,163,ขายออก,DD237686,Admin,Wichuda Jairai,4832,wichuda.jairai@example.com,093444291,"700 หมู่ 6, Bangkok",,,Lazada,07/03/2025,,-100.0,100,600.0,0.0,,TH37148868,Thailand Post,Wichuda Jairai,093444291,,"357 หมู่ 10, Bangkok",37056,Bangkok,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,700.0,07/03/2025,,DD008,Chicken & Rice Wet Food,5,120,0.0,600.0,,Wet Food
Website,164,ขายออก,DD982174,Admin,Somying Jaipak,3749,somying.jaipak@example.com,089597467,"869 หมู่ 16, Chiang Mai",,,Website,03/05/2025,,,60,600.0,0.0,,TH48950796,Thailand Post,Somying Jaipak,089597467,,"411 หมู่ 19, Chiang Mai",30466,Chiang Mai,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,660.0,04/05/2025,,DD007,Beef & Vegetable Wet Food,5,120,0.0,600.0,,Wet Food
Website,165,ขายออก,DD904807,Admin,Ratchaphon Nakornthap,9712,ratchaphon.nakornthap@example.com,094281941,"977 หมู่ 11, Phuket",,,Website,22/03/2025,20.0,,60,1440.0,0.0,,TH66895262,Kerry Express,Ratchaphon Nakornthap,094281941,,"480 หมู่ 10, Phuket",12708,Phuket,,,1440.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,1500.0,23/03/2025,,DD016,Multivitamin Chews,3,600,120.0,1440.0,,Supplements
Shopee,166,ขายออก,DD372872,Admin,Sirithorn Suksawat,1508,sirithorn.suksawat@example.com,085630232,"638 หมู่ 17, Bangkok",,,Shopee,03/12/2024,,-50.0,50,7200.0,0.0,,TH29262886,Thailand Post,Sirithorn Suksawat,085630232,,"418 หมู่ 9, Bangkok",43872,Bangkok,,,7200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,7250.0,05/12/2024,,DD004,Grain-Free Salmon & Sweet Potato,4,1800,0.0,7200.0,,Dry Food
Shopee,167,ขายออก,DD808672,Admin,Somying Nakornsri,5946,somying.nakornsri@example.com,083122827,"43 หมู่ 3, Nonthaburi",,,Shopee,28/01/2025,15.0,-80.0,80,680.0,0.0,,TH38658787,J&T Express,Somying Nakornsri,083122827,,"488 หมู่ 14, Nonthaburi",44998,Nonthaburi,,,680.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,760.0,28/01/2025,,DD013,Peanut Butter Biscuits,4,200,30.0,680.0,,Treats
Distributor,168,ขายออก,DD576128,Admin,Somporn Jairai,9850,somporn.jairai@example.com,085672412,"716 หมู่ 16, Nakhon Ratchasima",,,Distributor,13/01/2025,,,70,2400.0,0.0,,TH30596928,Flash Express,Somporn Jairai,085672412,,"891 หมู่ 11, Nakhon Ratchasima",66184,Nakhon Ratchasima,,,2400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,2470.0,14/01/2025,,DD001,Premium Puppy Kibble (Small Breed),2,1200,0.0,2400.0,,Dry Food
Distributor,169,ขายออก,DD386479,Admin,Siripong Pongpanich,6131,siripong.pongpanich@example.com,082559757,"126 หมู่ 11, Songkhla",,,Distributor,13/02/2025,,,80,7200.0,0.0,,TH86321231,J&T Express,Siripong Pongpanich,082559757,,"901 หมู่ 12, Songkhla",21889,Songkhla,,,7200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,7280.0,13/02/2025,,DD004,Grain-Free Salmon & Sweet Potato,4,1800,0.0,7200.0,,Dry Food
Lazada,170,ขายออก,DD588765,Admin,Wichuda Nakorn,4765,wichuda.nakorn@example.com,069362101,"391 หมู่ 15, Bangkok",,,Lazada,10/04/2025,,-60.0,60,1700.0,0.0,,TH95711044,Thailand Post,Wichuda Nakorn,069362101,,"215 หมู่ 14, Bangkok",95024,Bangkok,,,1700.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1760.0,10/04/2025,,DD006,Sensitive Stomach Formula,1,1700,0.0,1700.0,,Dry Food
Lazada,171,ขายออก,DD861401,Admin,Somkid Jairam,4802,somkid.jairam@example.com,073326729,"689 หมู่ 12, Bangkok",,,Lazada,12/04/2025,10.0,-60.0,60,5040.0,0.0,,TH92184132,Kerry Express,Somkid Jairam,073326729,,"583 หมู่ 3, Bangkok",26901,Bangkok,,,5040.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,5100.0,12/04/2025,,DD018,Senior Care Package,2,2800,280.0,5040.0,,Bundles
Lazada,172,ขายออก,DD130949,Admin,Somsak Jairai,3849,somsak.jairai@example.com,079910762,"918 หมู่ 3, Khon Kaen",,,Lazada,26/11/2024,,-70.0,70,1500.0,0.0,,TH45637395,J&T Express,Somsak Jairai,079910762,,"134 หมู่ 15, Khon Kaen",77054,Khon Kaen,,,1500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1570.0,28/11/2024,,DD002,Premium Adult Kibble (All Breeds),1,1500,0.0,1500.0,,Dry Food
Website,173,ขายออก,DD286633,Admin,Somjai Srisuk,9801,somjai.srisuk@example.com,067104128,"414 หมู่ 13, Bangkok",,,Website,13/12/2024,,,100,250.0,0.0,,TH16687666,J&T Express,Somjai Srisuk,067104128,,"284 หมู่ 1, Bangkok",89832,Bangkok,,,250.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,350.0,14/12/2024,,DD010,Dental Chew Sticks (Small),1,250,0.0,250.0,,Treats
Lazada,174,ขายออก,DD364237,Admin,Nattapong Nakornpol,2818,nattapong.nakornpol@example.com,068446153,"54 หมู่ 18, Phuket",,,Lazada,09/03/2025,10.0,-50.0,50,720.0,0.0,,TH45463343,Kerry Express,Nattapong Nakornpol,068446153,,"419 หมู่ 15, Phuket",91132,Phuket,,,720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,770.0,10/03/2025,,DD013,Peanut Butter Biscuits,4,200,20.0,720.0,,Treats
Website,175,ขายออก,DD890449,Admin,Wichaya Jairam,6485,wichaya.jairam@example.com,081044816,"69 หมู่ 11, Khon Kaen",,,Website,01/12/2024,,,80,9000.0,0.0,,TH60553200,Flash Express,Wichaya Jairam,081044816,,"944 หมู่ 2, Khon Kaen",85945,Khon Kaen,,,9000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,9080.0,01/12/2024,,DD004,Grain-Free Salmon & Sweet Potato,5,1800,0.0,9000.0,,Dry Food
Shopee,176,ขายออก,DD781509,Admin,Ratchada Pongsuwan,2014,ratchada.pongsuwan@example.com,095752989,"888 หมู่ 14, Rayong",,,Shopee,26/12/2024,,-70.0,70,1750.0,0.0,,TH18825150,Flash Express,Ratchada Pongsuwan,095752989,,"776 หมู่ 19, Rayong",76897,Rayong,,,1750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1820.0,27/12/2024,,DD011,Dental Chew Sticks (Large),5,350,0.0,1750.0,,Treats
Shopee,177,ขายออก,DD185178,Admin,Wichuda Thongpol,6738,wichuda.thongpol@example.com,072927716,"549 หมู่ 15, Songkhla",,,Shopee,28/01/2025,,-60.0,60,5100.0,0.0,,TH65638138,J&T Express,Wichuda Thongpol,072927716,,"92 หมู่ 18, Songkhla",22855,Songkhla,,,5100.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,5160.0,29/01/2025,,DD006,Sensitive Stomach Formula,3,1700,0.0,5100.0,,Dry Food
Lazada,178,ขายออก,DD566755,Admin,Somporn Jaipak,2637,somporn.jaipak@example.com,096939334,"38 หมู่ 16, Bangkok",,,Lazada,22/02/2025,,-60.0,60,700.0,0.0,,TH24693325,Kerry Express,Somporn Jaipak,096939334,,"925 หมู่ 5, Bangkok",39493,Bangkok,,,700.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,760.0,22/02/2025,,DD011,Dental Chew Sticks (Large),2,350,0.0,700.0,,Treats
Shopee,179,ขายออก,DD963675,Admin,Sirirat Nakornpol,3591,sirirat.nakornpol@example.com,085969411,"567 หมู่ 5, Chiang Mai",,,Shopee,16/02/2025,5.0,-100.0,100,7980.0,0.0,,TH30969112,Flash Express,Sirirat Nakornpol,085969411,,"548 หมู่ 14, Chiang Mai",12187,Chiang Mai,,,7980.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,8080.0,16/02/2025,,DD018,Senior Care Package,3,2800,140.0,7980.0,,Bundles
In-store,180,ขายออก,DD593992,Admin,Ratchada Jaiyen,3773,ratchada.jaiyen@example.com,064205228,"457 หมู่ 15, Chonburi",,,In-store,12/05/2025,15.0,,70,425.0,0.0,,TH14429899,Thailand Post,Ratchada Jaiyen,064205228,,"677 หมู่ 13, Chonburi",76197,Chonburi,,,425.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,495.0,14/05/2025,,DD010,Dental Chew Sticks (Small),2,250,37.5,425.0,,Treats
Shopee,181,ขายออก,DD639243,Admin,Wichai Nakornsri,8117,wichai.nakornsri@example.com,089556135,"634 หมู่ 10, Udon Thani",,,Shopee,25/04/2025,,-70.0,70,3200.0,0.0,,TH16356381,Flash Express,Wichai Nakornsri,089556135,,"115 หมู่ 4, Udon Thani",51605,Udon Thani,,,3200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,3270.0,27/04/2025,,DD014,Hip & Joint Supplement,4,800,0.0,3200.0,,Supplements
Distributor,182,ขายออก,DD484583,Admin,Nattanon Nakornpol,7318,nattanon.nakornpol@example.com,074452814,"449 หมู่ 18, Pathum Thani",,,Distributor,27/04/2025,,,50,260.0,0.0,,TH26600352,Kerry Express,Nattanon Nakornpol,074452814,,"354 หมู่ 19, Pathum Thani",64935,Pathum Thani,,,260.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,310.0,29/04/2025,,DD009,Lamb & Pea Wet Food,2,130,0.0,260.0,,Wet Food
In-store,183,ขายออก,DD755129,Admin,Nattaya Thongsri,4645,nattaya.thongsri@example.com,083866457,"529 หมู่ 11, Chonburi",,,In-store,06/04/2025,,,100,2400.0,0.0,,TH43522480,Thailand Post,Nattaya Thongsri,083866457,,"537 หมู่ 3, Chonburi",68692,Chonburi,,,2400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,2500.0,06/04/2025,,DD001,Premium Puppy Kibble (Small Breed),2,1200,0.0,2400.0,,Dry Food
In-store,184,ขายออก,DD732405,Admin,Wichian Thongsuk,6057,wichian.thongsuk@example.com,063148983,"937 หมู่ 13, Pathum Thani",,,In-store,15/12/2024,,,100,700.0,0.0,,TH28291317,Flash Express,Wichian Thongsuk,063148983,,"783 หมู่ 3, Pathum Thani",43272,Pathum Thani,,,700.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,800.0,17/12/2024,,DD011,Dental Chew Sticks (Large),2,350,0.0,700.0,,Treats
Lazada,185,ขายออก,DD218094,Admin,Somsak Thongpat,9181,somsak.thongpat@example.com,099743662,"335 หมู่ 10, Khon Kaen",,,Lazada,04/04/2025,5.0,-60.0,60,760.0,0.0,,TH59844908,Kerry Express,Somsak Thongpat,099743662,,"733 หมู่ 3, Khon Kaen",86067,Khon Kaen,,,760.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,820.0,04/04/2025,,DD014,Hip & Joint Supplement,1,800,40.0,760.0,,Supplements
In-store,186,ขายออก,DD693130,Admin,Somporn Pongsuwan,6167,somporn.pongsuwan@example.com,078449194,"409 หมู่ 4, Chiang Rai",,,In-store,07/02/2025,,,80,4800.0,0.0,,TH32821211,Thailand Post,Somporn Pongsuwan,078449194,,"136 หมู่ 9, Chiang Rai",74925,Chiang Rai,,,4800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,4880.0,07/02/2025,,DD003,Premium Senior Kibble (Large Breed),3,1600,0.0,4800.0,,Dry Food
Lazada,187,ขายออก,DD725210,Admin,Ratchanee Nakornsri,1990,ratchanee.nakornsri@example.com,081906450,"899 หมู่ 4, Songkhla",,,Lazada,13/01/2025,,-100.0,100,7000.0,0.0,,TH76183387,Kerry Express,Ratchanee Nakornsri,081906450,,"490 หมู่ 5, Songkhla",29996,Songkhla,,,7000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,7100.0,13/01/2025,,DD005,Weight Management Formula,5,1400,0.0,7000.0,,Dry Food
In-store,188,ขายออก,DD395866,Admin,Nattaya Pongsuwan,4801,nattaya.pongsuwan@example.com,076698618,"514 หมู่ 18, Bangkok",,,In-store,17/01/2025,,,70,1000.0,0.0,,TH34027785,J&T Express,Nattaya Pongsuwan,076698618,,"396 หมู่ 19, Bangkok",50172,Bangkok,,,1000.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Credit Card,,,,DD010,Dental Chew Sticks (Small),4,250,0.0,1000.0,,Treats
Shopee,189,ขายออก,DD137019,Admin,Somying Saengchan,2230,somying.saengchan@example.com,072258624,"388 หมู่ 6, Chonburi",,,Shopee,14/02/2025,,-60.0,60,2800.0,0.0,,TH16671203,Thailand Post,Somying Saengchan,072258624,,"984 หมู่ 5, Chonburi",98031,Chonburi,,,2800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,2860.0,16/02/2025,,DD018,Senior Care Package,1,2800,0.0,2800.0,,Bundles
Website,190,ขายออก,DD564462,Admin,Somchai Jaipak,9092,somchai.jaipak@example.com,076061500,"455 หมู่ 8, Udon Thani",,,Website,08/02/2025,,,50,180.0,0.0,,TH55515441,J&T Express,Somchai Jaipak,076061500,,"77 หมู่ 6, Udon Thani",91570,Udon Thani,,,180.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,230.0,10/02/2025,,DD012,Training Treats (Chicken),1,180,0.0,180.0,,Treats
Lazada,191,ขายออก,DD585833,Admin,Wichaya Jaidee,3850,wichaya.jaidee@example.com,099977182,"459 หมู่ 19, Nakhon Ratchasima",,,Lazada,11/04/2025,5.0,-100.0,100,4275.0,0.0,,TH47204318,Thailand Post,Wichaya Jaidee,099977182,,"950 หมู่ 11, Nakhon Ratchasima",24908,Nakhon Ratchasima,,,4275.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,4375.0,11/04/2025,,DD002,Premium Adult Kibble (All Breeds),3,1500,75.0,4275.0,,Dry Food
Shopee,192,ขายออก,DD982894,Admin,Ratree Nakorn,1067,ratree.nakorn@example.com,093507743,"573 หมู่ 19, Chiang Mai",,,Shopee,23/04/2025,,-100.0,100,3000.0,0.0,,TH13924482,J&T Express,Ratree Nakorn,093507743,,"683 หมู่ 2, Chiang Mai",75206,Chiang Mai,,,3000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,3100.0,23/04/2025,,DD016,Multivitamin Chews,5,600,0.0,3000.0,,Supplements
Shopee,193,ขายออก,DD610491,Admin,Sirichai Jaisai,6232,sirichai.jaisai@example.com,091950922,"170 หมู่ 6, Chiang Rai",,,Shopee,29/01/2025,,-60.0,60,350.0,0.0,,TH33877268,J&T Express,Sirichai Jaisai,091950922,,"921 หมู่ 14, Chiang Rai",82374,Chiang Rai,,,350.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,410.0,30/01/2025,,DD011,Dental Chew Sticks (Large),1,350,0.0,350.0,,Treats
Distributor,194,ขายออก,DD591006,Admin,Siripat Jaisai,1615,siripat.jaisai@example.com,082543812,"972 หมู่ 18, Bangkok",,,Distributor,18/12/2024,,,80,1750.0,0.0,,TH56988351,Thailand Post,Siripat Jaisai,082543812,,"943 หมู่ 17, Bangkok",10570,Bangkok,,,1750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1830.0,20/12/2024,,DD011,Dental Chew Sticks (Large),5,350,0.0,1750.0,,Treats
Shopee,195,ขายออก,DD343877,Admin,Ratchada Nakornthai,3789,ratchada.nakornthai@example.com,098505191,"834 หมู่ 4, Nakhon Ratchasima",,,Shopee,17/02/2025,,-60.0,60,1600.0,0.0,,TH38413964,Flash Express,Ratchada Nakornthai,098505191,,"438 หมู่ 11, Nakhon Ratchasima",66541,Nakhon Ratchasima,,,1600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1660.0,17/02/2025,,DD014,Hip & Joint Supplement,2,800,0.0,1600.0,,Supplements
In-store,196,ขายออก,DD544755,Admin,Somkid Thongsri,2262,somkid.thongsri@example.com,092399769,"952 หมู่ 16, Bangkok",,,In-store,04/03/2025,,,100,360.0,0.0,,TH22006205,Thailand Post,Somkid Thongsri,092399769,,"155 หมู่ 9, Bangkok",31119,Bangkok,,,360.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,COD,,,,DD008,Chicken & Rice Wet Food,3,120,0.0,360.0,,Wet Food
In-store,197,ขายออก,DD611760,Admin,Ratree Pongpanich,2094,ratree.pongpanich@example.com,083621158,"364 หมู่ 2, Phuket",,,In-store,28/04/2025,,,60,2800.0,0.0,,TH98592877,Thailand Post,Ratree Pongpanich,083621158,,"763 หมู่ 18, Phuket",88768,Phuket,,,2800.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Bank Transfer,,,,DD005,Weight Management Formula,2,1400,0.0,2800.0,,Dry Food
Lazada,198,ขายออก,DD792459,Admin,Sirirat Saengchan,5134,sirirat.saengchan@example.com,067356605,"540 หมู่ 17, Bangkok",,,Lazada,26/02/2025,,-100.0,100,1000.0,0.0,,TH69072621,J&T Express,Sirirat Saengchan,067356605,,"420 หมู่ 13, Bangkok",64567,Bangkok,,,1000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1100.0,27/02/2025,,DD010,Dental Chew Sticks (Small),4,250,0.0,1000.0,,Treats
Shopee,199,ขายออก,DD934325,Admin,Ratree Nakornpat,8522,ratree.nakornpat@example.com,096917054,"940 หมู่ 16, Ayutthaya",,,Shopee,22/12/2024,5.0,-100.0,100,2660.0,0.0,,TH13901403,Kerry Express,Ratree Nakornpat,096917054,,"828 หมู่ 17, Ayutthaya",25735,Ayutthaya,,,2660.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,2760.0,23/12/2024,,DD005,Weight Management Formula,2,1400,70.0,2660.0,,Dry Food
Website,200,ขายออก,DD932423,Admin,Ratchanok Pongsakorn,5135,ratchanok.pongsakorn@example.com,071295599,"660 หมู่ 18, Khon Kaen",,,Website,20/01/2025,,,100,250.0,0.0,,TH68890190,Thailand Post,Ratchanok Pongsakorn,071295599,,"845 หมู่ 16, Khon Kaen",64219,Khon Kaen,,,250.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,350.0,20/01/2025,,DD010,Dental Chew Sticks (Small),1,250,0.0,250.0,,Treats
Lazada,201,ขายออก,DD868223,Admin,Ratchapol Nakornpat,2881,ratchapol.nakornpat@example.com,091464310,"270 หมู่ 4, Nonthaburi",,,Lazada,31/01/2025,,-100.0,100,540.0,0.0,,TH69892560,Flash Express,Ratchapol Nakornpat,091464310,,"551 หมู่ 8, Nonthaburi",42954,Nonthaburi,,,540.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,640.0,31/01/2025,,DD012,Training Treats (Chicken),3,180,0.0,540.0,,Treats
Distributor,202,ขายออก,DD491775,Admin,Wichuda Thongpai,5482,wichuda.thongpai@example.com,082317621,"768 หมู่ 12, Nakhon Ratchasima",,,Distributor,11/12/2024,,,50,600.0,0.0,,,J&T Express,Wichuda Thongpai,082317621,,"177 หมู่ 5, Nakhon Ratchasima",18597,Nakhon Ratchasima,,,600.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,COD,,,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Website,203,ขายออก,DD407680,Admin,Siripong Sae-tang,8446,siripong.sae-tang@example.com,067572531,"686 หมู่ 8, Pathum Thani",,,Website,07/01/2025,5.0,,60,617.5,0.0,,TH64542231,Kerry Express,Siripong Sae-tang,067572531,,"776 หมู่ 15, Pathum Thani",52933,Pathum Thani,,,617.5,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,677.5,07/01/2025,,DD009,Lamb & Pea Wet Food,5,130,6.5,617.5,,Wet Food
Distributor,204,ขายออก,DD297478,Admin,Wichian Nakornthap,2647,wichian.nakornthap@example.com,082278673,"567 หมู่ 17, Chonburi",,,Distributor,29/11/2024,,,60,600.0,0.0,,TH98570093,Kerry Express,Wichian Nakornthap,082278673,,"936 หมู่ 19, Chonburi",62509,Chonburi,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,660.0,01/12/2024,,DD007,Beef & Vegetable Wet Food,5,120,0.0,600.0,,Wet Food
